system_size,U,sparsity,overlap
"$3\times 2,\;(3,2)$",8.0,0.8771929824561403,0.8520689369088557
"$3\times 2,\;(3,2)$",8.0,0.9385964912280702,0.8149348456736687
"$3\times 2,\;(3,2)$",8.0,0.9736842105263158,0.7782281002306303
"$3\times 2,\;(3,2)$",8.0,0.9824561403508771,0.7782281002306303
"$3\times 2,\;(3,2)$",8.0,0.9912280701754386,0.7782281002306303
"$3\times 2,\;(3,3)$",8.0,0.008771929824561403,0.9999995437544037
"$3\times 2,\;(3,3)$",8.0,0.02631578947368421,0.999998762266685
"$3\times 2,\;(3,3)$",8.0,0.043859649122807015,0.9999965133030032
"$3\times 2,\;(3,3)$",8.0,0.043859649122807015,0.9999965133030032
"$3\times 2,\;(3,3)$",8.0,0.05263157894736842,0.9999965133030032
"$3\times 2,\;(3,3)$",8.0,0.05263157894736842,0.9999965133030032
"$3\times 2,\;(3,3)$",8.0,0.07017543859649122,0.9999928887664252
"$3\times 2,\;(3,3)$",8.0,0.07894736842105263,0.9999890507042944
"$3\times 2,\;(3,3)$",8.0,0.14035087719298245,0.9997836809118922
"$3\times 2,\;(3,3)$",8.0,0.17543859649122806,0.9997232978832424
"$3\times 2,\;(3,3)$",8.0,0.21929824561403508,0.9984794781994396
"$3\times 2,\;(3,3)$",8.0,0.2894736842105263,0.9966939812904957
"$3\times 2,\;(3,3)$",8.0,0.3508771929824561,0.9934002344621156
"$3\times 2,\;(3,3)$",8.0,0.45614035087719296,0.9867511808686703
"$3\times 2,\;(3,3)$",8.0,0.5877192982456141,0.9691771138648336
"$3\times 2,\;(3,3)$",8.0,0.6666666666666666,0.9392692721421901
"$3\times 2,\;(3,3)$",8.0,0.7982456140350878,0.8148607012915892
"$3\times 2,\;(3,3)$",8.0,0.8947368421052632,0.7591982205440546
"$3\times 2,\;(3,3)$",8.0,0.9385964912280702,0.7055936837326126
"$3\times 2,\;(3,3)$",8.0,0.9824561403508771,0.6385717720488823
"$3\times3,\;(3,2)$",8.0,0.0023148148148148147,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.0023148148148148147,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.0023148148148148147,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.0023148148148148147,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.0023148148148148147,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.0023148148148148147,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.0023148148148148147,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.0023148148148148147,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.0023148148148148147,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.0023148148148148147,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.0023148148148148147,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.0023148148148148147,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.004629629629629629,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.006944444444444444,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.006944444444444444,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.006944444444444444,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.006944444444444444,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.011574074074074073,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.011574074074074073,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.011574074074074073,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.018518518518518517,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.020833333333333332,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.032407407407407406,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.032407407407407406,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.032407407407407406,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.041666666666666664,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.04861111111111111,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.06018518518518518,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.0787037037037037,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.10416666666666667,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.12037037037037036,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.14583333333333334,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.16435185185185186,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.18518518518518517,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.2152777777777778,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.24305555555555555,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.2800925925925926,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.29398148148148145,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.3055555555555556,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.3055555555555556,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.3055555555555556,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.3055555555555556,0.9999953457567524
